"Number","Method","Time","Count","SelfTime"
"230","org.apache.fontbox.ttf.NameRecord.getStringLength ()I","17407","88774","16845"
"231","java.lang.String.trim ()Ljava/lang/String;","177819","420073","177819"
"232","org.apache.fontbox.ttf.GlyphSubstitutionTable.read (Lorg/apache/fontbox/ttf/TrueTypeFont;Lorg/apache/fontbox/ttf/TTFDataStream;)V","3791953","2183","15560"
"233","org.apache.fontbox.ttf.GlyphSubstitutionTable.readScriptList (Lorg/apache/fontbox/ttf/TTFDataStream;J)Ljava/util/LinkedHashMap;","1849602","2183","429059"
"234","org.apache.fontbox.ttf.GlyphSubstitutionTable.readScriptTable (Lorg/apache/fontbox/ttf/TTFDataStream;J)Lorg/apache/fontbox/ttf/GlyphSubstitutionTable$ScriptTable;","1332783","9383","821518"
"235","org.apache.fontbox.ttf.GlyphSubstitutionTable.readLangSysTable (Lorg/apache/fontbox/ttf/TTFDataStream;J)Lorg/apache/fontbox/ttf/GlyphSubstitutionTable$LangSysTable;","438278","12306","405547"
"236","org.apache.fontbox.ttf.GlyphSubstitutionTable$LangSysTable.<init> ()V","17833","12291","16869"
"237","org.apache.fontbox.ttf.GlyphSubstitutionTable$ScriptTable.<init> ()V","14254","9376","13507"
"238","java.util.LinkedHashMap.put (Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;","18245","13754","18245"
"239","org.apache.fontbox.ttf.GlyphSubstitutionTable$LangSysRecord.<init> ()V","9377","4364","8891"
"240","java.util.LinkedHashMap.<init> (I)V","11356","12444","11356"
"241","java.lang.String.compareTo (Ljava/lang/String;)I","6632","21755","6632"
"242","org.apache.fontbox.ttf.GlyphSubstitutionTable$ScriptRecord.<init> ()V","21806","9361","20567"
"243","org.apache.fontbox.ttf.GlyphSubstitutionTable.readLookupList (Lorg/apache/fontbox/ttf/TTFDataStream;J)[Lorg/apache/fontbox/ttf/GlyphSubstitutionTable$LookupTable;","953739","2183","387316"
"244","org.apache.fontbox.ttf.GlyphSubstitutionTable.readLookupTable (Lorg/apache/fontbox/ttf/TTFDataStream;J)Lorg/apache/fontbox/ttf/GlyphSubstitutionTable$LookupTable;","561034","21567","87771"
"245","org.apache.fontbox.ttf.GlyphSubstitutionTable.readLookupSubTable (Lorg/apache/fontbox/ttf/TTFDataStream;J)Lorg/apache/fontbox/ttf/GlyphSubstitutionTable$LookupSubTable;","357438","6409","26564"
"246","org.apache.fontbox.ttf.GlyphSubstitutionTable.readCoverageTable (Lorg/apache/fontbox/ttf/TTFDataStream;J)Lorg/apache/fontbox/ttf/GlyphSubstitutionTable$CoverageTable;","305205","6409","84166"
"247","org.apache.fontbox.ttf.GlyphSubstitutionTable$CoverageTableFormat1.<init> ()V","9645","2215","4971"
"248","org.apache.fontbox.ttf.GlyphSubstitutionTable$CoverageTable.<init> ()V","6328","6392","6105"
"249","org.apache.fontbox.ttf.GlyphSubstitutionTable$LookupTypeSingleSubstFormat1.<init> ()V","8628","1453","4193"
"250","org.apache.fontbox.ttf.GlyphSubstitutionTable$LookupSubTable.<init> ()V","6411","6406","6168"
"251","org.apache.commons.logging.impl.Jdk14Logger.debug (Ljava/lang/Object;)V","62883","36847","21872"
